leaves,x0,x1,x2,x3,bottom_permutation,top_permutation,permutation,orbits
29,1,2,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 27)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 29),"[[28, 25, 29, 27, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13]]",6
31,1,3,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 29)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 31),"[[30, 27, 31, 29, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25]]",7
33,1,4,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 31)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 33),"[[32, 29, 33, 31, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27]]",8
35,1,5,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 33)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 35),"[[34, 31, 35, 33, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29]]",9
37,1,6,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 35)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37),"[[36, 33, 37, 35, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31]]",10
39,1,7,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 37)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39),"[[38, 35, 39, 37, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",11
41,1,8,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 39)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41),"[[40, 37, 41, 39, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",12
27,2,0,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 22)(2 25)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(24 27),"[[26, 23, 20, 17, 13, 16, 19, 22, 1, 4, 6, 3, 15, 18, 21, 24, 27, 25, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11]]",5
29,2,1,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 25)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 27)(26 29),"[[28, 25, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 29, 27, 22, 19, 16, 13]]",6
31,2,2,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 27)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 29)(28 31),"[[30, 27, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [29, 31, 28, 25]]",7
33,2,3,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 29)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 31)(30 33),"[[32, 29, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [31, 33, 30, 27]]",8
35,2,4,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 31)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 33)(32 35),"[[34, 31, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [33, 35, 32, 29]]",9
37,2,5,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 33)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37),"[[36, 33, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [35, 37, 34, 31]]",10
39,2,6,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 35)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39),"[[38, 35, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [37, 39, 36, 33]]",11
41,2,7,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 37)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41),"[[40, 37, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [39, 41, 38, 35]]",12
43,2,8,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 39)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43),"[[42, 39, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [41, 43, 40, 37]]",13
29,3,0,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 22)(2 25)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(24 27)(26 29),"[[28, 25, 2, 0], [22, 19, 16, 13, 17, 20, 23, 26, 29, 27, 24, 21, 18, 15, 3, 6, 4, 1], [8, 5], [10, 7], [12, 9], [14, 11]]",6
31,3,1,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 25)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 27)(26 29)(28 31),"[[30, 27, 22, 19, 16, 13, 17, 20, 23, 26, 29, 31, 28, 25, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11]]",5
33,3,2,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 27)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 29)(28 31)(30 33),"[[32, 29, 25, 28, 31, 33, 30, 27, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13]]",6
35,3,3,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 29)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 31)(30 33)(32 35),"[[34, 31, 27, 30, 33, 35, 32, 29, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25]]",7
37,3,4,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 31)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37),"[[36, 33, 29, 32, 35, 37, 34, 31, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27]]",8
39,3,5,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 33)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39),"[[38, 35, 31, 34, 37, 39, 36, 33, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29]]",9
41,3,6,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 35)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41),"[[40, 37, 33, 36, 39, 41, 38, 35, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31]]",10
43,3,7,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 37)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43),"[[42, 39, 35, 38, 41, 43, 40, 37, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",11
45,3,8,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 39)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45),"[[44, 41, 37, 40, 43, 45, 42, 39, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",12
31,4,0,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 22)(2 25)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 18, 15, 3, 6, 4, 1, 22, 19, 16, 13, 17, 20, 23, 26, 29, 31, 28, 25, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11]]",5
33,4,1,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 25)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 13, 16, 19, 22, 27, 30, 33, 31, 28, 25, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11]]",5
35,4,2,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 27)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 29, 32, 35, 33, 30, 27, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13]]",6
37,4,3,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 29)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 31, 34, 37, 35, 32, 29, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25]]",7
39,4,4,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 31)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 33, 36, 39, 37, 34, 31, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27]]",8
41,4,5,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 33)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 35, 38, 41, 39, 36, 33, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29]]",9
43,4,6,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 35)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 37, 40, 43, 41, 38, 35, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31]]",10
45,4,7,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 37)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 39, 42, 45, 43, 40, 37, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",11
47,4,8,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 39)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 41, 44, 47, 45, 42, 39, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",12
33,5,0,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 22)(2 25)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 13, 16, 19, 22, 1, 4, 6, 3, 15, 18, 21, 24, 27, 30, 33, 31, 28, 25, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11]]",5
35,5,1,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 25)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 29, 32, 35, 33, 30, 27, 22, 19, 16, 13]]",6
37,5,2,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 27)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [29, 32, 35, 37, 34, 31, 28, 25]]",7
39,5,3,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 29)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [31, 34, 37, 39, 36, 33, 30, 27]]",8
41,5,4,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 31)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [33, 36, 39, 41, 38, 35, 32, 29]]",9
43,5,5,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 33)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [35, 38, 41, 43, 40, 37, 34, 31]]",10
45,5,6,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 35)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [37, 40, 43, 45, 42, 39, 36, 33]]",11
47,5,7,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 37)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [39, 42, 45, 47, 44, 41, 38, 35]]",12
49,5,8,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 39)(2 24)(3 15)(4 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 1, 4, 6, 3, 15, 18, 21, 24, 2, 0], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 26, 22, 19, 16, 13], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [41, 44, 47, 49, 46, 43, 40, 37]]",13
