leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
27,3,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27),"[[26, 23, 19, 22, 25, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17]]",3
29,3,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29),"[[28, 25, 21, 24, 27, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19]]",4
31,3,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31),"[[30, 27, 23, 26, 29, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21]]",5
33,3,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33),"[[32, 29, 25, 28, 31, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",6
35,3,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35),"[[34, 31, 27, 30, 33, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
21,4,0,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 12)(2 15)(3 5)(4 7)(6 9)(8 11)(10 13)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 1, 4, 7, 10, 13, 16, 19, 21, 18, 15, 2, 0]]",1
23,4,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 10, 7, 4, 1, 15, 18, 21, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
25,4,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 19, 22, 25, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
27,4,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 21, 24, 27, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15]]",2
29,4,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 23, 26, 29, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17]]",3
31,4,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 25, 28, 31, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19]]",4
33,4,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 27, 30, 33, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21]]",5
35,4,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 29, 32, 35, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",6
37,4,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 31, 34, 37, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
23,5,0,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 12)(2 15)(3 5)(4 7)(6 9)(8 11)(10 13)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 10, 7, 4, 1, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 23, 21, 18, 15, 2, 0]]",1
25,5,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 1, 4, 7, 10, 13, 16, 19, 22, 25, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
27,5,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [19, 22, 25, 27, 24, 21, 18, 15]]",2
29,5,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [21, 24, 27, 29, 26, 23, 20, 17]]",3
31,5,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [23, 26, 29, 31, 28, 25, 22, 19]]",4
33,5,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [25, 28, 31, 33, 30, 27, 24, 21]]",5
35,5,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [27, 30, 33, 35, 32, 29, 26, 23]]",6
37,5,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [29, 32, 35, 37, 34, 31, 28, 25]]",7
39,5,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [31, 34, 37, 39, 36, 33, 30, 27]]",8
25,6,0,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 12)(2 15)(3 5)(4 7)(6 9)(8 11)(10 13)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 2, 0], [12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 23, 25, 22, 19, 16, 13, 10, 7, 4, 1]]",2
27,6,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [15, 18, 21, 24, 27, 25, 22, 19, 16, 13, 10, 7, 4, 1]]",2
29,6,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 15, 18, 21, 24, 27, 29, 26, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
31,6,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 17, 20, 23, 26, 29, 31, 28, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15]]",2
33,6,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 19, 22, 25, 28, 31, 33, 30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17]]",3
35,6,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 21, 24, 27, 30, 33, 35, 32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19]]",4
37,6,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21]]",5
39,6,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 25, 28, 31, 34, 37, 39, 36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",6
41,6,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 27, 30, 33, 36, 39, 41, 38, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
27,7,0,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 12)(2 15)(3 5)(4 7)(6 9)(8 11)(10 13)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 1, 4, 7, 10, 13, 16, 19, 22, 25, 27, 24, 21, 18, 15, 2, 0]]",1
29,7,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 10, 7, 4, 1, 15, 18, 21, 24, 27, 29, 26, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
31,7,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 18, 15, 19, 22, 25, 28, 31, 29, 26, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
33,7,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 21, 24, 27, 30, 33, 31, 28, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15]]",2
35,7,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 22, 19, 23, 26, 29, 32, 35, 33, 30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17]]",3
37,7,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 25, 28, 31, 34, 37, 35, 32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19]]",4
39,7,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 27, 30, 33, 36, 39, 37, 34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21]]",5
41,7,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 29, 32, 35, 38, 41, 39, 36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",6
43,7,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 31, 34, 37, 40, 43, 41, 38, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
29,8,0,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 12)(2 15)(3 5)(4 7)(6 9)(8 11)(10 13)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 10, 7, 4, 1, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 23, 26, 29, 27, 24, 21, 18, 15, 2, 0]]",1
31,8,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 18, 15, 1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 29, 26, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
33,8,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [19, 22, 25, 28, 31, 33, 30, 27, 24, 21, 18, 15]]",2
35,8,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [21, 24, 27, 30, 33, 35, 32, 29, 26, 23, 20, 17]]",3
37,8,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 22, 19]]",4
39,8,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [25, 28, 31, 34, 37, 39, 36, 33, 30, 27, 24, 21]]",5
41,8,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [27, 30, 33, 36, 39, 41, 38, 35, 32, 29, 26, 23]]",6
43,8,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [29, 32, 35, 38, 41, 43, 40, 37, 34, 31, 28, 25]]",7
