leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
35,4,9,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 27)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 29, 32, 35, 33, 30, 27, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",9
37,4,10,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 29)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 31, 34, 37, 35, 32, 29, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",10
39,4,11,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 31)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 33, 36, 39, 37, 34, 31, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",11
41,4,12,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 33)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 35, 38, 41, 39, 36, 33, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",12
43,4,13,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 35)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 37, 40, 43, 41, 38, 35, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",13
19,5,0,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 8)(2 11)(3 5)(4 7)(6 9)(10 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 6, 3, 5, 8, 1, 4, 7, 10, 13, 16, 19, 17, 14, 11, 2, 0]]",1
21,5,1,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 11)(2 10)(3 5)(4 7)(6 9)(8 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 1, 4, 7, 10, 2, 0], [5, 8, 13, 16, 19, 21, 18, 15, 12, 9, 6, 3]]",2
23,5,2,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 13)(2 10)(3 5)(4 7)(6 9)(8 12)(11 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [15, 18, 21, 23, 20, 17, 14, 11]]",3
25,5,3,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 15)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [17, 20, 23, 25, 22, 19, 16, 13]]",4
27,5,4,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 17)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [19, 22, 25, 27, 24, 21, 18, 15]]",5
29,5,5,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 19)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [21, 24, 27, 29, 26, 23, 20, 17]]",6
31,5,6,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 21)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 29, 31, 28, 25, 22, 19]]",7
33,5,7,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 23)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [25, 28, 31, 33, 30, 27, 24, 21]]",8
35,5,8,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 25)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [27, 30, 33, 35, 32, 29, 26, 23]]",9
37,5,9,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 27)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [29, 32, 35, 37, 34, 31, 28, 25]]",10
39,5,10,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 29)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [31, 34, 37, 39, 36, 33, 30, 27]]",11
41,5,11,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 31)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [33, 36, 39, 41, 38, 35, 32, 29]]",12
43,5,12,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 33)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [35, 38, 41, 43, 40, 37, 34, 31]]",13
45,5,13,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 35)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [37, 40, 43, 45, 42, 39, 36, 33]]",14
21,6,0,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 8)(2 11)(3 5)(4 7)(6 9)(10 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 2, 0], [8, 5, 3, 6, 9, 12, 15, 18, 21, 19, 16, 13, 10, 7, 4, 1]]",2
23,6,1,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 11)(2 10)(3 5)(4 7)(6 9)(8 13)(12 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 8, 5, 3, 6, 9, 12, 15, 18, 21, 23, 20, 17, 14, 11, 1, 4, 7, 10, 2, 0]]",1
25,6,2,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 13)(2 10)(3 5)(4 7)(6 9)(8 12)(11 15)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 11, 14, 17, 20, 23, 25, 22, 19, 16, 13, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3]]",2
27,6,3,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 15)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 13, 16, 19, 22, 25, 27, 24, 21, 18, 15, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11]]",3
29,6,4,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 17)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 15, 18, 21, 24, 27, 29, 26, 23, 20, 17, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13]]",4
31,6,5,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 19)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 17, 20, 23, 26, 29, 31, 28, 25, 22, 19, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15]]",5
33,6,6,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 21)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 19, 22, 25, 28, 31, 33, 30, 27, 24, 21, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17]]",6
35,6,7,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 23)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 21, 24, 27, 30, 33, 35, 32, 29, 26, 23, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19]]",7
37,6,8,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 25)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",8
39,6,9,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 27)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 25, 28, 31, 34, 37, 39, 36, 33, 30, 27, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",9
41,6,10,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 29)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 27, 30, 33, 36, 39, 41, 38, 35, 32, 29, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",10
43,6,11,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 31)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 29, 32, 35, 38, 41, 43, 40, 37, 34, 31, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",11
45,6,12,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 33)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 31, 34, 37, 40, 43, 45, 42, 39, 36, 33, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",12
47,6,13,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 35)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 33, 36, 39, 42, 45, 47, 44, 41, 38, 35, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",13
23,7,0,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 8)(2 11)(3 5)(4 7)(6 9)(10 13)(12 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 10, 7, 4, 1, 8, 5, 3, 6, 9, 12, 15, 18, 21, 23, 20, 17, 14, 11, 2, 0]]",1
25,7,1,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 11)(2 10)(3 5)(4 7)(6 9)(8 13)(12 15)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 12, 9, 6, 3, 5, 8, 13, 16, 19, 22, 25, 23, 20, 17, 14, 11, 1, 4, 7, 10, 2, 0]]",1
27,7,2,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 13)(2 10)(3 5)(4 7)(6 9)(8 12)(11 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 14, 11, 15, 18, 21, 24, 27, 25, 22, 19, 16, 13, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3]]",2
29,7,3,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 15)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 17, 20, 23, 26, 29, 27, 24, 21, 18, 15, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11]]",3
31,7,4,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 17)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 18, 15, 19, 22, 25, 28, 31, 29, 26, 23, 20, 17, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13]]",4
33,7,5,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 19)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 21, 24, 27, 30, 33, 31, 28, 25, 22, 19, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15]]",5
35,7,6,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 21)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 22, 19, 23, 26, 29, 32, 35, 33, 30, 27, 24, 21, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17]]",6
37,7,7,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 23)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 25, 28, 31, 34, 37, 35, 32, 29, 26, 23, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19]]",7
39,7,8,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 25)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 27, 30, 33, 36, 39, 37, 34, 31, 28, 25, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",8
41,7,9,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 27)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 29, 32, 35, 38, 41, 39, 36, 33, 30, 27, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",9
43,7,10,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 29)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 31, 34, 37, 40, 43, 41, 38, 35, 32, 29, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",10
45,7,11,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 31)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 33, 36, 39, 42, 45, 43, 40, 37, 34, 31, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",11
47,7,12,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 33)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 35, 38, 41, 44, 47, 45, 42, 39, 36, 33, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",12
