leaves,x0,x1,x2,x3,x4,bottom_permutation,top_permutation,permutation,orbits
17,0,3,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 17)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 16),"[[15, 17, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5], [16, 13]]",4
13,1,0,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 10)(2 13)(3 6)(4 9)(5 7)(8 11),"[[12, 9, 4, 1, 10, 7, 5, 8, 11, 13, 2, 0], [6, 3]]",2
15,1,1,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 12)(3 6)(4 9)(5 7)(8 11)(10 15),"[[14, 11, 8, 5, 7, 10, 15, 13, 1, 4, 9, 12, 2, 0], [6, 3]]",2
17,1,2,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 17),"[[16, 13, 17, 15, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5]]",3
19,1,3,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 16)(15 19),"[[18, 15, 19, 17, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5], [16, 13]]",4
15,2,0,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 10)(2 13)(3 6)(4 9)(5 7)(8 11)(12 15),"[[14, 11, 8, 5, 7, 10, 1, 4, 9, 12, 15, 13, 2, 0], [6, 3]]",2
17,2,1,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 12)(3 6)(4 9)(5 7)(8 11)(10 15)(14 17),"[[16, 13, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 15, 17, 14, 11, 8, 5]]",3
19,2,2,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 17)(16 19),"[[18, 15, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5], [17, 19, 16, 13]]",4
21,2,3,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 16)(15 19)(18 21),"[[20, 17, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5], [16, 13], [19, 21, 18, 15]]",5
17,3,0,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 10)(2 13)(3 6)(4 9)(5 7)(8 11)(12 15)(14 17),"[[16, 13, 2, 0], [10, 7, 5, 8, 11, 14, 17, 15, 12, 9, 4, 1], [6, 3]]",3
19,3,1,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 12)(3 6)(4 9)(5 7)(8 11)(10 15)(14 17)(16 19),"[[18, 15, 10, 7, 5, 8, 11, 14, 17, 19, 16, 13, 1, 4, 9, 12, 2, 0], [6, 3]]",2
21,3,2,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5]]",3
23,3,3,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 17)(2 12)(3 6)(4 9)(5 7)(8 11)(10 14)(13 16)(15 19)(18 21)(20 23),"[[22, 19, 15, 18, 21, 23, 20, 17, 1, 4, 9, 12, 2, 0], [6, 3], [7, 10, 14, 11, 8, 5], [16, 13]]",4
9,0,0,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 9),(0 2)(1 6)(3 9)(4 8)(5 7),"[[2, 0], [6, 3, 9, 7, 5, 8, 4, 1]]",2
9,0,1,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 9),(0 3)(1 9)(2 6)(4 8)(5 7),"[[3, 6, 2, 0], [9, 7, 5, 8, 4, 1]]",2
11,0,2,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 9)(1 11)(2 6)(3 10)(4 8)(5 7),"[[9, 11, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0]]",1
13,0,3,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 11)(1 13)(2 6)(3 10)(4 8)(5 7)(9 12),"[[11, 13, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0], [12, 9]]",2
9,1,0,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 9),(0 6)(1 3)(2 9)(4 8)(5 7),"[[6, 3, 1, 4, 8, 5, 7, 9, 2, 0]]",1
11,1,1,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 9)(2 6)(3 11)(4 8)(5 7),"[[10, 7, 5, 8, 4, 1, 9, 11, 3, 6, 2, 0]]",1
13,1,2,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 11)(2 6)(3 10)(4 8)(5 7)(9 13),"[[12, 9, 13, 11, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0]]",1
15,1,3,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 6)(3 10)(4 8)(5 7)(9 12)(11 15),"[[14, 11, 15, 13, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0], [12, 9]]",2
11,2,0,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 3)(2 9)(4 8)(5 7)(6 11),"[[10, 7, 5, 8, 4, 1, 3, 6, 11, 9, 2, 0]]",1
13,2,1,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 9)(2 6)(3 11)(4 8)(5 7)(10 13),"[[12, 9, 1, 4, 8, 5, 7, 10, 13, 11, 3, 6, 2, 0]]",1
15,2,2,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 11)(2 6)(3 10)(4 8)(5 7)(9 13)(12 15),"[[14, 11, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0], [13, 15, 12, 9]]",2
17,2,3,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 6)(3 10)(4 8)(5 7)(9 12)(11 15)(14 17),"[[16, 13, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0], [12, 9], [15, 17, 14, 11]]",3
13,3,0,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 3)(2 9)(4 8)(5 7)(6 11)(10 13),"[[12, 9, 2, 0], [3, 6, 11, 13, 10, 7, 5, 8, 4, 1]]",2
15,3,1,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 9)(2 6)(3 11)(4 8)(5 7)(10 13)(12 15),"[[14, 11, 3, 6, 2, 0], [9, 12, 15, 13, 10, 7, 5, 8, 4, 1]]",2
17,3,2,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 11)(2 6)(3 10)(4 8)(5 7)(9 13)(12 15)(14 17),"[[16, 13, 9, 12, 15, 17, 14, 11, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0]]",1
19,3,3,0,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 6)(3 10)(4 8)(5 7)(9 12)(11 15)(14 17)(16 19),"[[18, 15, 11, 14, 17, 19, 16, 13, 1, 4, 8, 5, 7, 10, 3, 6, 2, 0], [12, 9]]",2
11,0,0,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 2)(1 10)(3 9)(4 8)(5 7)(6 11),"[[2, 0], [10, 7, 5, 8, 4, 1], [9, 11, 6, 3]]",3
11,0,1,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 6)(1 11)(2 10)(3 9)(4 8)(5 7),"[[6, 3, 9, 11, 1, 4, 8, 5, 7, 10, 2, 0]]",1
13,0,2,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 11)(1 13)(2 10)(3 9)(4 8)(5 7)(6 12),"[[11, 13, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3]]",2
15,0,3,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 10)(3 9)(4 8)(5 7)(6 12)(11 14),"[[13, 15, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3], [14, 11]]",3
11,1,0,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 6)(2 11)(3 9)(4 8)(5 7),"[[10, 7, 5, 8, 4, 1, 6, 3, 9, 11, 2, 0]]",1
13,1,1,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 11)(2 10)(3 9)(4 8)(5 7)(6 13),"[[12, 9, 3, 6, 13, 11, 1, 4, 8, 5, 7, 10, 2, 0]]",1
15,1,2,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 10)(3 9)(4 8)(5 7)(6 12)(11 15),"[[14, 11, 15, 13, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3]]",2
17,1,3,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 10)(3 9)(4 8)(5 7)(6 12)(11 14)(13 17),"[[16, 13, 17, 15, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3], [14, 11]]",3
13,2,0,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 6)(2 11)(3 9)(4 8)(5 7)(10 13),"[[12, 9, 3, 6, 1, 4, 8, 5, 7, 10, 13, 11, 2, 0]]",1
15,2,1,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 11)(2 10)(3 9)(4 8)(5 7)(6 13)(12 15),"[[14, 11, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 15, 13, 6, 3]]",2
17,2,2,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 10)(3 9)(4 8)(5 7)(6 12)(11 15)(14 17),"[[16, 13, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3], [15, 17, 14, 11]]",3
19,2,3,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 10)(3 9)(4 8)(5 7)(6 12)(11 14)(13 17)(16 19),"[[18, 15, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3], [14, 11], [17, 19, 16, 13]]",4
15,3,0,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 6)(2 11)(3 9)(4 8)(5 7)(10 13)(12 15),"[[14, 11, 2, 0], [6, 3, 9, 12, 15, 13, 10, 7, 5, 8, 4, 1]]",2
17,3,1,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 11)(2 10)(3 9)(4 8)(5 7)(6 13)(12 15)(14 17),"[[16, 13, 6, 3, 9, 12, 15, 17, 14, 11, 1, 4, 8, 5, 7, 10, 2, 0]]",1
19,3,2,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 10)(3 9)(4 8)(5 7)(6 12)(11 15)(14 17)(16 19),"[[18, 15, 11, 14, 17, 19, 16, 13, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3]]",2
21,3,3,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 10)(3 9)(4 8)(5 7)(6 12)(11 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 8, 5, 7, 10, 2, 0], [9, 12, 6, 3], [14, 11]]",3
13,0,0,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 2)(1 12)(3 9)(4 8)(5 7)(6 11)(10 13),"[[2, 0], [12, 9, 3, 6, 11, 13, 10, 7, 5, 8, 4, 1]]",2
13,0,1,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 10)(1 13)(2 12)(3 9)(4 8)(5 7)(6 11),"[[10, 7, 5, 8, 4, 1, 13, 11, 6, 3, 9, 12, 2, 0]]",1
15,0,2,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14),"[[13, 15, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0]]",1
17,0,3,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 17)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 16),"[[15, 17, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0], [16, 13]]",2
13,1,0,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 10)(2 13)(3 9)(4 8)(5 7)(6 11),"[[12, 9, 3, 6, 11, 13, 2, 0], [10, 7, 5, 8, 4, 1]]",2
15,1,1,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 12)(3 9)(4 8)(5 7)(6 11)(10 15),"[[14, 11, 6, 3, 9, 12, 2, 0], [13, 15, 10, 7, 5, 8, 4, 1]]",2
17,1,2,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 17),"[[16, 13, 17, 15, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0]]",1
19,1,3,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 16)(15 19),"[[18, 15, 19, 17, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0], [16, 13]]",2
15,2,0,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 10)(2 13)(3 9)(4 8)(5 7)(6 11)(12 15),"[[14, 11, 6, 3, 9, 12, 15, 13, 2, 0], [10, 7, 5, 8, 4, 1]]",2
17,2,1,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 12)(3 9)(4 8)(5 7)(6 11)(10 15)(14 17),"[[16, 13, 1, 4, 8, 5, 7, 10, 15, 17, 14, 11, 6, 3, 9, 12, 2, 0]]",1
19,2,2,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 17)(16 19),"[[18, 15, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0], [17, 19, 16, 13]]",2
21,2,3,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 16)(15 19)(18 21),"[[20, 17, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0], [16, 13], [19, 21, 18, 15]]",3
17,3,0,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 10)(2 13)(3 9)(4 8)(5 7)(6 11)(12 15)(14 17),"[[16, 13, 2, 0], [10, 7, 5, 8, 4, 1], [9, 12, 15, 17, 14, 11, 6, 3]]",3
19,3,1,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 12)(3 9)(4 8)(5 7)(6 11)(10 15)(14 17)(16 19),"[[18, 15, 10, 7, 5, 8, 4, 1, 13, 16, 19, 17, 14, 11, 6, 3, 9, 12, 2, 0]]",1
21,3,2,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0]]",1
23,3,3,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 17)(2 12)(3 9)(4 8)(5 7)(6 11)(10 14)(13 16)(15 19)(18 21)(20 23),"[[22, 19, 15, 18, 21, 23, 20, 17, 1, 4, 8, 5, 7, 10, 14, 11, 6, 3, 9, 12, 2, 0], [16, 13]]",2
15,0,0,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 2)(1 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 15),"[[2, 0], [14, 11, 6, 3, 9, 12, 15, 13, 10, 7, 5, 8, 4, 1]]",2
15,0,1,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 12)(1 15)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13),"[[12, 9, 3, 6, 11, 14, 2, 0], [15, 13, 10, 7, 5, 8, 4, 1]]",2
17,0,2,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 17)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16),"[[15, 17, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0]]",1
19,0,3,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 17)(1 19)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 18),"[[17, 19, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0], [18, 15]]",2
15,1,0,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 12)(2 15)(3 9)(4 8)(5 7)(6 11)(10 13),"[[14, 11, 6, 3, 9, 12, 1, 4, 8, 5, 7, 10, 13, 15, 2, 0]]",1
17,1,1,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 17),"[[16, 13, 10, 7, 5, 8, 4, 1, 15, 17, 12, 9, 3, 6, 11, 14, 2, 0]]",1
19,1,2,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 19),"[[18, 15, 19, 17, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0]]",1
21,1,3,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 18)(17 21),"[[20, 17, 21, 19, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0], [18, 15]]",2
17,2,0,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 12)(2 15)(3 9)(4 8)(5 7)(6 11)(10 13)(14 17),"[[16, 13, 10, 7, 5, 8, 4, 1, 12, 9, 3, 6, 11, 14, 17, 15, 2, 0]]",1
19,2,1,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 17)(16 19),"[[18, 15, 1, 4, 8, 5, 7, 10, 13, 16, 19, 17, 12, 9, 3, 6, 11, 14, 2, 0]]",1
21,2,2,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 19)(18 21),"[[20, 17, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0], [19, 21, 18, 15]]",2
23,2,3,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 19)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 18)(17 21)(20 23),"[[22, 19, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0], [18, 15], [21, 23, 20, 17]]",3
19,3,0,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 12)(2 15)(3 9)(4 8)(5 7)(6 11)(10 13)(14 17)(16 19),"[[18, 15, 2, 0], [12, 9, 3, 6, 11, 14, 17, 19, 16, 13, 10, 7, 5, 8, 4, 1]]",2
21,3,1,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 17)(16 19)(18 21),"[[20, 17, 12, 9, 3, 6, 11, 14, 2, 0], [15, 18, 21, 19, 16, 13, 10, 7, 5, 8, 4, 1]]",2
23,3,2,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 17)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 19)(18 21)(20 23),"[[22, 19, 15, 18, 21, 23, 20, 17, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0]]",1
25,3,3,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 19)(2 14)(3 9)(4 8)(5 7)(6 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25),"[[24, 21, 17, 20, 23, 25, 22, 19, 1, 4, 8, 5, 7, 10, 13, 16, 12, 9, 3, 6, 11, 14, 2, 0], [18, 15]]",2
11,0,0,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 2)(1 9)(3 11)(4 8)(5 7)(6 10),"[[2, 0], [9, 11, 3, 6, 10, 7, 5, 8, 4, 1]]",2
11,0,1,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 3)(1 11)(2 9)(4 8)(5 7)(6 10),"[[3, 6, 10, 7, 5, 8, 4, 1, 11, 9, 2, 0]]",1
13,0,2,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 11)(1 13)(2 9)(3 12)(4 8)(5 7)(6 10),"[[11, 13, 1, 4, 8, 5, 7, 10, 6, 3, 12, 9, 2, 0]]",1
15,0,3,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 9)(3 12)(4 8)(5 7)(6 10)(11 14),"[[13, 15, 1, 4, 8, 5, 7, 10, 6, 3, 12, 9, 2, 0], [14, 11]]",2
11,1,0,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 9)(1 3)(2 11)(4 8)(5 7)(6 10),"[[9, 11, 2, 0], [3, 6, 10, 7, 5, 8, 4, 1]]",2
13,1,1,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 11)(2 9)(3 13)(4 8)(5 7)(6 10),"[[12, 9, 2, 0], [11, 13, 3, 6, 10, 7, 5, 8, 4, 1]]",2
15,1,2,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 9)(3 12)(4 8)(5 7)(6 10)(11 15),"[[14, 11, 15, 13, 1, 4, 8, 5, 7, 10, 6, 3, 12, 9, 2, 0]]",1
17,1,3,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 9)(3 12)(4 8)(5 7)(6 10)(11 14)(13 17),"[[16, 13, 17, 15, 1, 4, 8, 5, 7, 10, 6, 3, 12, 9, 2, 0], [14, 11]]",2
13,2,0,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 3)(2 11)(4 8)(5 7)(6 10)(9 13),"[[12, 9, 13, 11, 2, 0], [3, 6, 10, 7, 5, 8, 4, 1]]",2
15,2,1,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 11)(2 9)(3 13)(4 8)(5 7)(6 10)(12 15),"[[14, 11, 1, 4, 8, 5, 7, 10, 6, 3, 13, 15, 12, 9, 2, 0]]",1
17,2,2,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 9)(3 12)(4 8)(5 7)(6 10)(11 15)(14 17),"[[16, 13, 1, 4, 8, 5, 7, 10, 6, 3, 12, 9, 2, 0], [15, 17, 14, 11]]",2
19,2,3,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 9)(3 12)(4 8)(5 7)(6 10)(11 14)(13 17)(16 19),"[[18, 15, 1, 4, 8, 5, 7, 10, 6, 3, 12, 9, 2, 0], [14, 11], [17, 19, 16, 13]]",3
15,3,0,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 3)(2 11)(4 8)(5 7)(6 10)(9 13)(12 15),"[[14, 11, 2, 0], [3, 6, 10, 7, 5, 8, 4, 1], [13, 15, 12, 9]]",3
